罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2018-06-13,17,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡西１丁目,2018-04-30,18,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡西１丁目,2018-08-08,18,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡西１丁目,2018-08-29,16,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,関の下,141119,神奈川県,横浜市港南区,上大岡西２丁目,2018-05-16,18,道路上,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,港南,関の下,141119,神奈川県,横浜市港南区,上大岡西２丁目,2018-09-22,23,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,芹が谷,141119,神奈川県,横浜市港南区,丸山台１丁目,2018-09-30,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2018-02-23,17,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,野庭,141119,神奈川県,横浜市港南区,日野南３丁目,2018-09-12,16,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,丸山台１丁目,2018-05-14,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,丸山台１丁目,2018-08-04,21,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田町,2018-11-03,04,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田２丁目,2018-08-26,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田５丁目,2018-07-25,14,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田みなみ台１丁目,2018-11-15,12,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,十日市場駅前,141135,神奈川県,横浜市緑区,十日市場町,2018-09-08,07,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,十日市場駅前,141135,神奈川県,横浜市緑区,十日市場町,2018-12-26,08,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,十日市場駅前,141135,神奈川県,横浜市緑区,新治町,2018-06-05,14,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山１丁目,2018-01-18,11,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山１丁目,2018-08-25,20,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山３丁目,2017-09-20,10,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,鴨居１丁目,2018-02-01,00,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,鴨居３丁目,2018-10-19,07,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,台村町,2018-09-09,10,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,三保町,2018-10-16,21,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,三保町,2018-12-11,10,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,北八朔町,141135,神奈川県,横浜市緑区,西八朔町,2018-06-15,09,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,北八朔町,141135,神奈川県,横浜市緑区,西八朔町,2018-08-26,02,一戸建住宅,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,横浜水上,新港町,141046,神奈川県,横浜市中区,新港２丁目,2018-08-02,16,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,菊名駅前,141097,神奈川県,横浜市港北区,菊名４丁目,2018-03-19,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,菊名駅前,141097,神奈川県,横浜市港北区,菊名７丁目,2017-12-30,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,日吉本町,141097,神奈川県,横浜市港北区,日吉本町３丁目,2018-09-14,14,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,日吉本町,141097,神奈川県,横浜市港北区,日吉本町４丁目,2018-12-15,13,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,日吉本町,141097,神奈川県,横浜市港北区,箕輪町２丁目,2018-02-20,23,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,日吉本町,141097,神奈川県,横浜市港北区,箕輪町２丁目,2018-09-04,13,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,小机,141097,神奈川県,横浜市港北区,小机町,2018-08-10,12,４階建て以上共同住宅,キーあり,なし,なし
窃盗,オートバイ盗,港北,高田,141097,神奈川県,横浜市港北区,高田西２丁目,2018-10-25,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,2018-01-10,22,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,港北,綱島駅前,141097,神奈川県,横浜市港北区,綱島西２丁目,2018-05-27,22,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,綱島駅前,141097,神奈川県,横浜市港北区,綱島東５丁目,2018-11-20,21,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,瀬谷４丁目,2018-12-28,21,その他の住宅（３階建て以下共同住宅等）,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,三ツ境,2018-02-19,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,三ツ境,2018-04-04,23,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,三ツ境,2018-11-20,07,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,南瀬谷２丁目,2018-02-03,11,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和西４丁目,2018-06-27,08,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,北新,141143,神奈川県,横浜市瀬谷区,下瀬谷３丁目,2018-09-01,19,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,北新,141143,神奈川県,横浜市瀬谷区,北新,2018-05-08,17,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,栄,上郷,141151,神奈川県,横浜市栄区,公田町,2018-04-17,18,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,栄,田谷,141151,神奈川県,横浜市栄区,長尾台町,2018-05-10,20,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,栄,豊田,141151,神奈川県,横浜市栄区,飯島町,2018-04-16,06,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,荏田町,141178,神奈川県,横浜市青葉区,荏田町,2018-01-11,06,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,青葉,荏田町,141178,神奈川県,横浜市青葉区,荏田町,2018-03-16,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,たまプラーザ駅前,141178,神奈川県,横浜市青葉区,美しが丘１丁目,2018-07-13,05,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,たまプラーザ駅前,141178,神奈川県,横浜市青葉区,美しが丘１丁目,2018-08-11,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,たまプラーザ駅前,141178,神奈川県,横浜市青葉区,美しが丘１丁目,2018-08-18,14,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,たまプラーザ駅前,141178,神奈川県,横浜市青葉区,美しが丘１丁目,2018-09-14,11,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,たまプラーザ駅前,141178,神奈川県,横浜市青葉区,美しが丘１丁目,2018-09-22,10,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,たまプラーザ駅前,141178,神奈川県,横浜市青葉区,美しが丘１丁目,2018-11-02,10,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,たまプラーザ駅前,141178,神奈川県,横浜市青葉区,美しが丘２丁目,2018-09-18,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,たまプラーザ駅前,141178,神奈川県,横浜市青葉区,美しが丘２丁目,2018-10-04,11,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,たまプラーザ駅前,141178,神奈川県,横浜市青葉区,新石川２丁目,2018-07-30,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,藤が丘駅前,141178,神奈川県,横浜市青葉区,藤が丘２丁目,2018-01-20,21,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,鉄町,141178,神奈川県,横浜市青葉区,鉄町,2018-04-13,12,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,青葉,あざみ野駅前,141178,神奈川県,横浜市青葉区,あざみ野２丁目,2018-04-29,11,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,青葉,市が尾駅前,141178,神奈川県,横浜市青葉区,市ケ尾町,2018-01-09,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,市が尾駅前,141178,神奈川県,横浜市青葉区,市ケ尾町,2018-09-07,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,鴨志田,141178,神奈川県,横浜市青葉区,鴨志田町,2018-06-24,16,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,都筑,荏田東,141186,神奈川県,横浜市都筑区,茅ケ崎南５丁目,2018-04-26,14,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,都筑,中川駅前,141186,神奈川県,横浜市都筑区,中川１丁目,2018-01-16,17,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,都筑,中川駅前,141186,神奈川県,横浜市都筑区,中川１丁目,2018-08-15,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,都筑,仲町台駅前,141186,神奈川県,横浜市都筑区,長坂,2018-04-18,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,都筑,センター北駅前,141186,神奈川県,横浜市都筑区,中川中央１丁目,2018-03-15,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,都筑,センター北駅前,141186,神奈川県,横浜市都筑区,中川中央１丁目,2018-08-21,13,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,都筑,北山田駅前,141186,神奈川県,横浜市都筑区,東山田１丁目,2018-05-28,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,麻生,新百合ヶ丘駅前,141372,神奈川県,川崎市麻生区,上麻生１丁目,2018-10-30,14,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,麻生,栗平駅前,141372,神奈川県,川崎市麻生区,黒川,2018-10-28,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,麻生,岡上,141372,神奈川県,川崎市麻生区,岡上,2018-06-12,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,麻生,岡上,141372,神奈川県,川崎市麻生区,岡上,2018-09-25,23,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川崎,京町通,141313,神奈川県,川崎市川崎区,池田１丁目,2018-03-29,15,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川崎,渡田,141313,神奈川県,川崎市川崎区,渡田東町,2018-11-09,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,川崎,小田,141313,神奈川県,川崎市川崎区,小田５丁目,2018-03-03,19,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,川崎,浅田,141313,神奈川県,川崎市川崎区,小田６丁目,2018-06-25,16,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
