罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,鶴見,末吉,141011,神奈川県,横浜市鶴見区,下末吉４丁目,2018-06-25,15,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鶴見,別所,141011,神奈川県,横浜市鶴見区,北寺尾２丁目,2018-06-28,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,別所,141011,神奈川県,横浜市鶴見区,北寺尾４丁目,2017-07-15,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,東寺尾,141011,神奈川県,横浜市鶴見区,東寺尾中台,2018-11-21,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,梶山２丁目,2018-07-05,13,道路上,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡１丁目,2018-10-07,03,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡３丁目,2018-08-24,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡４丁目,2018-12-10,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,獅子ケ谷２丁目,2018-04-14,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,向谷,141011,神奈川県,横浜市鶴見区,馬場３丁目,2018-07-01,13,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,向谷,141011,神奈川県,横浜市鶴見区,馬場７丁目,2018-10-06,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,向谷,141011,神奈川県,横浜市鶴見区,東寺尾１丁目,2018-06-13,23,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鶴見,向谷,141011,神奈川県,横浜市鶴見区,東寺尾１丁目,2018-07-31,11,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鶴見,向谷,141011,神奈川県,横浜市鶴見区,東寺尾３丁目,2018-05-26,14,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,向谷,141011,神奈川県,横浜市鶴見区,東寺尾３丁目,2018-06-02,02,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,向谷,141011,神奈川県,横浜市鶴見区,東寺尾３丁目,2018-06-04,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,向谷,141011,神奈川県,横浜市鶴見区,東寺尾３丁目,2018-06-05,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,北寺尾,141011,神奈川県,横浜市鶴見区,上の宮１丁目,2018-07-18,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鶴見,北寺尾,141011,神奈川県,横浜市鶴見区,北寺尾７丁目,2018-06-11,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,岩間町,141062,神奈川県,横浜市保土ケ谷区,西久保町,2018-09-14,05,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,瀬戸ケ谷町,2018-04-15,00,道路上,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,川辺町,2018-10-31,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,天王町２丁目,2018-09-25,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,和田町,141062,神奈川県,横浜市保土ケ谷区,釜台町,2017-12-26,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,和田町,141062,神奈川県,横浜市保土ケ谷区,峰岡町３丁目,2018-02-15,19,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,星川,141062,神奈川県,横浜市保土ケ谷区,星川１丁目,2018-01-06,14,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,川島町,2018-05-11,15,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,川島町,2018-07-31,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,坂本町,2018-02-06,14,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,坂本町,2018-02-26,18,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,坂本町,2018-06-26,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2018-01-29,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2018-07-21,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2018-10-10,23,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,上星川３丁目,2017-12-24,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向西,2018-09-23,10,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,西谷,141062,神奈川県,横浜市保土ケ谷区,西谷町,2018-01-03,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,岡沢町,2018-09-05,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,岡沢町,2018-10-24,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,鎌谷町,2018-03-21,10,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,常盤台,2018-02-13,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,常盤台,2018-04-03,12,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,常盤台,2018-04-11,14,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,常盤台,2018-07-04,20,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,狩場町,2018-08-05,16,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,狩場町,2018-12-01,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,権太坂１丁目,2018-08-03,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,境木本町,2017-12-31,07,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉１丁目,2017-12-25,07,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉３丁目,2018-09-24,09,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉３丁目,2018-12-20,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,初音ケ丘,2018-08-08,07,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,初音ケ丘,2018-09-24,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,藤塚町,2018-04-15,18,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,仏向町,2018-02-06,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,仏向町,2018-03-20,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,仏向町,2018-03-31,18,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,仏向町,2018-03-31,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,上菅田町,2017-07-31,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,上菅田町,2018-06-28,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,上菅田町,2018-08-16,14,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2018-09-04,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,今井町,2018-09-04,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,今井町,141062,神奈川県,横浜市保土ケ谷区,境木町,2018-06-17,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,川島町,141062,神奈川県,横浜市保土ケ谷区,川島町,2018-06-27,07,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,法泉２丁目,2018-10-10,07,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘１丁目,2018-01-11,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘１丁目,2018-06-16,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2016-10-27,15,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2018-01-25,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2018-04-06,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2018-06-07,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡東２丁目,2018-07-05,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,上大岡駅前,141119,神奈川県,横浜市港南区,最戸１丁目,2013-04-01,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,関の下,141119,神奈川県,横浜市港南区,笹下２丁目,2018-04-22,22,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,港南,日野,141119,神奈川県,横浜市港南区,野庭町,2018-02-22,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,日野,141119,神奈川県,横浜市港南区,日野２丁目,2018-04-07,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,日野,141119,神奈川県,横浜市港南区,日野５丁目,2018-01-29,06,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,日野,141119,神奈川県,横浜市港南区,日野９丁目,2018-03-22,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,日野,141119,神奈川県,横浜市港南区,日野９丁目,2018-07-25,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,芹が谷,141119,神奈川県,横浜市港南区,芹が谷３丁目,2018-05-29,22,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,港南,芹が谷,141119,神奈川県,横浜市港南区,下永谷１丁目,2018-03-09,08,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,港南,芹が谷,141119,神奈川県,横浜市港南区,下永谷３丁目,2018-04-17,23,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,芹が谷,141119,神奈川県,横浜市港南区,下永谷４丁目,2018-10-14,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,芹が谷,141119,神奈川県,横浜市港南区,下永谷５丁目,2018-02-08,14,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,南高校前,141119,神奈川県,横浜市港南区,東永谷３丁目,2018-11-17,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2018-01-01,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2018-01-25,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2018-02-14,12,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2018-02-18,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2018-02-26,13,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2018-02-27,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2018-04-04,07,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2018-09-07,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2018-11-09,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台３丁目,2018-12-03,18,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台４丁目,2018-09-18,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台５丁目,2018-07-26,13,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,港南台駅前,141119,神奈川県,横浜市港南区,日野南４丁目,2018-05-24,14,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,港南台駅前,141119,神奈川県,横浜市港南区,日野南４丁目,2018-07-21,14,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,上永谷２丁目,2018-01-20,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,上永谷２丁目,2018-11-24,23,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,上永谷４丁目,2018-01-11,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,野庭町,2018-07-18,05,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,下永谷６丁目,2018-12-17,05,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,日限山,141119,神奈川県,横浜市港南区,日限山３丁目,2018-03-10,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,港南台南,141119,神奈川県,横浜市港南区,港南台６丁目,2018-06-01,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田町,2018-11-12,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田町,2018-12-01,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田町,2018-12-12,12,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田３丁目,2018-07-05,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田４丁目,2018-03-01,08,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田４丁目,2018-03-09,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田７丁目,2018-05-09,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田みなみ台７丁目,2018-12-29,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,十日市場駅前,141135,神奈川県,横浜市緑区,十日市場町,2018-09-01,10,４階建て以上共同住宅,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,十日市場駅前,141135,神奈川県,横浜市緑区,十日市場町,2018-09-03,01,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,緑,十日市場駅前,141135,神奈川県,横浜市緑区,新治町,2018-12-16,19,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山２丁目,2018-04-01,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山２丁目,2018-04-07,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山３丁目,2015-09-24,17,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山３丁目,2018-04-16,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山３丁目,2018-05-01,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山３丁目,2018-05-16,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山３丁目,2018-08-02,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山３丁目,2018-12-22,02,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山４丁目,2013-01-10,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,鴨居１丁目,2018-08-29,08,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,鴨居１丁目,2018-11-23,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,鴨居３丁目,2018-01-22,05,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,鴨居４丁目,2013-09-16,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,鴨居７丁目,2018-09-02,18,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,白山１丁目,2018-05-30,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,霧が丘,141135,神奈川県,横浜市緑区,十日市場町,2018-12-26,09,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,北八朔町,2018-02-08,06,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,小山町,2018-11-21,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,台村町,2018-04-13,08,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,寺山町,2018-06-09,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,寺山町,2018-07-07,01,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,寺山町,2018-07-07,23,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,寺山町,2018-08-24,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,中山町,2017-01-04,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,三保町,2018-07-07,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,上山２丁目,2018-09-29,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,北八朔町,141135,神奈川県,横浜市緑区,北八朔町,2017-11-20,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,北八朔町,141135,神奈川県,横浜市緑区,北八朔町,2018-06-29,20,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,緑,北八朔町,141135,神奈川県,横浜市緑区,北八朔町,2018-07-04,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,北八朔町,141135,神奈川県,横浜市緑区,北八朔町,2018-08-27,07,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,北八朔町,141135,神奈川県,横浜市緑区,北八朔町,2018-10-03,08,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,菊名駅前,141097,神奈川県,横浜市港北区,菊名６丁目,2018-03-02,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,大倉山,141097,神奈川県,横浜市港北区,大倉山３丁目,2018-01-05,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,樽町,141097,神奈川県,横浜市港北区,樽町４丁目,2018-05-12,13,道路上,キーなし,なし,原動機付自転車（50cc以下）
